Search_method Problem Max_evals Run Score
rsc knapPI_11_200_1000_4 10000 10 0
rsc knapPI_11_200_1000_4 10000 11 0
rsc knapPI_11_200_1000_4 10000 12 0
rsc knapPI_11_200_1000_4 10000 13 0
rsc knapPI_11_200_1000_4 10000 14 0
rsc knapPI_11_200_1000_4 10000 15 0
rsc knapPI_11_200_1000_4 10000 16 0
rsc knapPI_11_200_1000_4 10000 17 0
rsc knapPI_11_200_1000_4 10000 18 0
rsc knapPI_11_200_1000_4 10000 19 0
rsc knapPI_11_200_1000_4 10000 20 0
rsc knapPI_11_200_1000_4 10000 21 0
rsc knapPI_11_200_1000_4 10000 22 0
rsc knapPI_11_200_1000_4 10000 23 0
rsc knapPI_11_200_1000_4 10000 24 0
rsc knapPI_11_200_1000_4 10000 25 0
rsc knapPI_11_200_1000_4 10000 26 0
rsc knapPI_11_200_1000_4 10000 27 0
rsc knapPI_11_200_1000_4 10000 28 0
rsc knapPI_11_200_1000_4 10000 29 0
rsc knapPI_13_200_1000_4 10000 0 0
rsc knapPI_13_200_1000_4 10000 1 0
rsc knapPI_13_200_1000_4 10000 2 0
rsc knapPI_13_200_1000_4 10000 3 0
rsc knapPI_13_200_1000_4 10000 4 0
rsc knapPI_13_200_1000_4 10000 5 0
rsc knapPI_13_200_1000_4 10000 6 0
rsc knapPI_13_200_1000_4 10000 7 0
rsc knapPI_13_200_1000_4 10000 8 0
rsc knapPI_13_200_1000_4 10000 9 0
rsc knapPI_13_200_1000_4 10000 10 0
rsc knapPI_13_200_1000_4 10000 11 0
rsc knapPI_13_200_1000_4 10000 12 0
rsc knapPI_13_200_1000_4 10000 13 0
rsc knapPI_13_200_1000_4 10000 14 0
rsc knapPI_13_200_1000_4 10000 15 0
rsc knapPI_13_200_1000_4 10000 16 0
rsc knapPI_13_200_1000_4 10000 17 0
rsc knapPI_13_200_1000_4 10000 18 0
rsc knapPI_13_200_1000_4 10000 19 0
rsc knapPI_13_200_1000_4 10000 20 0
rsc knapPI_13_200_1000_4 10000 21 0
rsc knapPI_13_200_1000_4 10000 22 0
rsc knapPI_13_200_1000_4 10000 23 0
rsc knapPI_13_200_1000_4 10000 24 0
rsc knapPI_13_200_1000_4 10000 25 0
rsc knapPI_13_200_1000_4 10000 26 0
rsc knapPI_13_200_1000_4 10000 27 0
rsc knapPI_13_200_1000_4 10000 28 0
rsc knapPI_13_200_1000_4 10000 29 0
rsc knapPI_16_200_1000_4 10000 0 0
rsc knapPI_16_200_1000_4 10000 1 0
rsc knapPI_16_200_1000_4 10000 2 0
rsc knapPI_16_200_1000_4 10000 3 0
rsc knapPI_16_200_1000_4 10000 4 0
rsc knapPI_16_200_1000_4 10000 5 0
rsc knapPI_16_200_1000_4 10000 6 0
rsc knapPI_16_200_1000_4 10000 7 0
rsc knapPI_16_200_1000_4 10000 8 0
rsc knapPI_16_200_1000_4 10000 9 0
rsc knapPI_16_200_1000_4 10000 10 0
rsc knapPI_16_200_1000_4 10000 11 0
rsc knapPI_16_200_1000_4 10000 12 0
rsc knapPI_16_200_1000_4 10000 13 0
rsc knapPI_16_200_1000_4 10000 14 0
rsc knapPI_16_200_1000_4 10000 15 0
rsc knapPI_16_200_1000_4 10000 16 0
rsc knapPI_16_200_1000_4 10000 17 0
rsc knapPI_16_200_1000_4 10000 18 0
rsc knapPI_16_200_1000_4 10000 19 0
rsc knapPI_16_200_1000_4 10000 20 0
rsc knapPI_16_200_1000_4 10000 21 0
rsc knapPI_16_200_1000_4 10000 22 0
rsc knapPI_16_200_1000_4 10000 23 0
rsc knapPI_16_200_1000_4 10000 24 0
rsc knapPI_16_200_1000_4 10000 25 0
rsc knapPI_16_200_1000_4 10000 26 0
rsc knapPI_16_200_1000_4 10000 27 0
rsc knapPI_16_200_1000_4 10000 28 0
rsc knapPI_16_200_1000_4 10000 29 0
g knapPI_11_20_1000_4 10000 0 1440
g knapPI_11_20_1000_4 10000 1 1440
g knapPI_11_20_1000_4 10000 2 1440
g knapPI_11_20_1000_4 10000 3 1440
g knapPI_11_20_1000_4 10000 4 1440
g knapPI_11_20_1000_4 10000 5 1440
g knapPI_11_20_1000_4 10000 6 1440
g knapPI_11_20_1000_4 10000 7 1440
g knapPI_11_20_1000_4 10000 8 1440
g knapPI_11_20_1000_4 10000 9 1440
g knapPI_11_20_1000_4 10000 10 1440
g knapPI_11_20_1000_4 10000 11 1440
g knapPI_11_20_1000_4 10000 12 1440
g knapPI_11_20_1000_4 10000 13 1440
g knapPI_11_20_1000_4 10000 14 1440
g knapPI_11_20_1000_4 10000 15 1440
g knapPI_11_20_1000_4 10000 16 1440
g knapPI_11_20_1000_4 10000 17 1440
g knapPI_11_20_1000_4 10000 18 1440
g knapPI_11_20_1000_4 10000 19 1440
g knapPI_11_20_1000_4 10000 20 1440
g knapPI_11_20_1000_4 10000 21 1440
g knapPI_11_20_1000_4 10000 22 1440
g knapPI_11_20_1000_4 10000 23 1440
g knapPI_11_20_1000_4 10000 24 1440
g knapPI_11_20_1000_4 10000 25 1440
g knapPI_11_20_1000_4 10000 26 1440
g knapPI_11_20_1000_4 10000 27 1440
g knapPI_11_20_1000_4 10000 28 1440
g knapPI_11_20_1000_4 10000 29 1440
g knapPI_13_20_1000_4 10000 0 880
g knapPI_13_20_1000_4 10000 1 880
g knapPI_13_20_1000_4 10000 2 880
g knapPI_13_20_1000_4 10000 3 880
g knapPI_13_20_1000_4 10000 4 880
g knapPI_13_20_1000_4 10000 5 880
g knapPI_13_20_1000_4 10000 6 880
g knapPI_13_20_1000_4 10000 7 880
g knapPI_13_20_1000_4 10000 8 880
g knapPI_13_20_1000_4 10000 9 880
g knapPI_13_20_1000_4 10000 10 880
g knapPI_13_20_1000_4 10000 11 880
g knapPI_13_20_1000_4 10000 12 880
g knapPI_13_20_1000_4 10000 13 880
g knapPI_13_20_1000_4 10000 14 880
g knapPI_13_20_1000_4 10000 15 880
g knapPI_13_20_1000_4 10000 16 880
g knapPI_13_20_1000_4 10000 17 880
g knapPI_13_20_1000_4 10000 18 880
g knapPI_13_20_1000_4 10000 19 880
g knapPI_13_20_1000_4 10000 20 880
g knapPI_13_20_1000_4 10000 21 880
g knapPI_13_20_1000_4 10000 22 880
g knapPI_13_20_1000_4 10000 23 880
g knapPI_13_20_1000_4 10000 24 880
g knapPI_13_20_1000_4 10000 25 880
g knapPI_13_20_1000_4 10000 26 880
g knapPI_13_20_1000_4 10000 27 880
g knapPI_13_20_1000_4 10000 28 880
g knapPI_13_20_1000_4 10000 29 880
g knapPI_16_20_1000_4 10000 0 2864
g knapPI_16_20_1000_4 10000 1 2864
g knapPI_16_20_1000_4 10000 2 2864
g knapPI_16_20_1000_4 10000 3 2864
g knapPI_16_20_1000_4 10000 4 2864
g knapPI_16_20_1000_4 10000 5 2864
g knapPI_16_20_1000_4 10000 6 2864
g knapPI_16_20_1000_4 10000 7 2864
g knapPI_16_20_1000_4 10000 8 2864
g knapPI_16_20_1000_4 10000 9 2864
g knapPI_16_20_1000_4 10000 10 2864
g knapPI_16_20_1000_4 10000 11 2864
g knapPI_16_20_1000_4 10000 12 2864
g knapPI_16_20_1000_4 10000 13 2864
g knapPI_16_20_1000_4 10000 14 2864
g knapPI_16_20_1000_4 10000 15 2864
g knapPI_16_20_1000_4 10000 16 2864
g knapPI_16_20_1000_4 10000 17 2864
g knapPI_16_20_1000_4 10000 18 2864
g knapPI_16_20_1000_4 10000 19 2864
g knapPI_16_20_1000_4 10000 20 2864
g knapPI_16_20_1000_4 10000 21 2864
g knapPI_16_20_1000_4 10000 22 2864
g knapPI_16_20_1000_4 10000 23 2864
g knapPI_16_20_1000_4 10000 24 2864
g knapPI_16_20_1000_4 10000 25 2864
g knapPI_16_20_1000_4 10000 26 2864
g knapPI_16_20_1000_4 10000 27 2864
g knapPI_16_20_1000_4 10000 28 2864
g knapPI_16_20_1000_4 10000 29 2864
g knapPI_11_200_1000_4 10000 0 5180
g knapPI_11_200_1000_4 10000 1 5180
g knapPI_11_200_1000_4 10000 2 5180
g knapPI_11_200_1000_4 10000 3 5180
g knapPI_11_200_1000_4 10000 4 5180
g knapPI_11_200_1000_4 10000 5 5180
g knapPI_11_200_1000_4 10000 6 5180
g knapPI_11_200_1000_4 10000 7 5180
g knapPI_11_200_1000_4 10000 8 5180
g knapPI_11_200_1000_4 10000 9 5180
g knapPI_11_200_1000_4 10000 10 5180
g knapPI_11_200_1000_4 10000 11 5180
g knapPI_11_200_1000_4 10000 12 5180
g knapPI_11_200_1000_4 10000 13 5180
g knapPI_11_200_1000_4 10000 14 5180
g knapPI_11_200_1000_4 10000 15 5180
g knapPI_11_200_1000_4 10000 16 5180
g knapPI_11_200_1000_4 10000 17 5180
g knapPI_11_200_1000_4 10000 18 5180
g knapPI_11_200_1000_4 10000 19 5180
g knapPI_11_200_1000_4 10000 20 5180
g knapPI_11_200_1000_4 10000 21 5180
g knapPI_11_200_1000_4 10000 22 5180
g knapPI_11_200_1000_4 10000 23 5180
g knapPI_11_200_1000_4 10000 24 5180
g knapPI_11_200_1000_4 10000 25 5180
g knapPI_11_200_1000_4 10000 26 5180
g knapPI_11_200_1000_4 10000 27 5180
g knapPI_11_200_1000_4 10000 28 5180
g knapPI_11_200_1000_4 10000 29 5180
g knapPI_13_200_1000_4 10000 0 3680
g knapPI_13_200_1000_4 10000 1 3680
g knapPI_13_200_1000_4 10000 2 3680
g knapPI_13_200_1000_4 10000 3 3680
g knapPI_13_200_1000_4 10000 4 3680
g knapPI_13_200_1000_4 10000 5 3680
g knapPI_13_200_1000_4 10000 6 3680
g knapPI_13_200_1000_4 10000 7 3680
g knapPI_13_200_1000_4 10000 8 3680
g knapPI_13_200_1000_4 10000 9 3680
g knapPI_13_200_1000_4 10000 10 3680
g knapPI_13_200_1000_4 10000 11 3680
g knapPI_13_200_1000_4 10000 12 3680
g knapPI_13_200_1000_4 10000 13 3680
g knapPI_13_200_1000_4 10000 14 3680
g knapPI_13_200_1000_4 10000 15 3680
g knapPI_13_200_1000_4 10000 16 3680
g knapPI_13_200_1000_4 10000 17 3680
g knapPI_13_200_1000_4 10000 18 3680
g knapPI_13_200_1000_4 10000 19 3680
g knapPI_13_200_1000_4 10000 20 3680
g knapPI_13_200_1000_4 10000 21 3680
g knapPI_13_200_1000_4 10000 22 3680
g knapPI_13_200_1000_4 10000 23 3680
g knapPI_13_200_1000_4 10000 24 3680
g knapPI_13_200_1000_4 10000 25 3680
g knapPI_13_200_1000_4 10000 26 3680
g knapPI_13_200_1000_4 10000 27 3680
g knapPI_13_200_1000_4 10000 28 3680
g knapPI_13_200_1000_4 10000 29 3680
g knapPI_16_200_1000_4 10000 0 15602
g knapPI_16_200_1000_4 10000 1 15602
g knapPI_16_200_1000_4 10000 2 15602
g knapPI_16_200_1000_4 10000 3 15602
g knapPI_16_200_1000_4 10000 4 15602
g knapPI_16_200_1000_4 10000 5 15602
g knapPI_16_200_1000_4 10000 6 15602
g knapPI_16_200_1000_4 10000 7 15602
g knapPI_16_200_1000_4 10000 8 15602
g knapPI_16_200_1000_4 10000 9 15602
g knapPI_16_200_1000_4 10000 10 15602
g knapPI_16_200_1000_4 10000 11 15602
g knapPI_16_200_1000_4 10000 12 15602
g knapPI_16_200_1000_4 10000 13 15602
g knapPI_16_200_1000_4 10000 14 15602
g knapPI_16_200_1000_4 10000 15 15602
g knapPI_16_200_1000_4 10000 16 15602
g knapPI_16_200_1000_4 10000 17 15602
g knapPI_16_200_1000_4 10000 18 15602
g knapPI_16_200_1000_4 10000 19 15602
g knapPI_16_200_1000_4 10000 20 15602
g knapPI_16_200_1000_4 10000 21 15602
g knapPI_16_200_1000_4 10000 22 15602
g knapPI_16_200_1000_4 10000 23 15602
g knapPI_16_200_1000_4 10000 24 15602
g knapPI_16_200_1000_4 10000 25 15602
g knapPI_16_200_1000_4 10000 26 15602
g knapPI_16_200_1000_4 10000 27 15602
g knapPI_16_200_1000_4 10000 28 15602
g knapPI_16_200_1000_4 10000 29 15602
